Index ,state_code,state,type,population,households,median_income
46,WA,Washington,City,94919,37424,47430
46,WA,Washington,City,207948,79026,52042
46,WA,Washington,City,172860,66417,50626
46,WA,Washington,City,93701,33081,40726
47,WI,Wisconsin,City,74139,28447,53588
47,WI,Wisconsin,City,67778,27104,43541
47,WI,Wisconsin,City,105207,42308,42826
47,WI,Wisconsin,City,64123,25930,49001
47,WI,Wisconsin,City,99858,37107,49160
47,WI,Wisconsin,City,52306,20689,40725
47,WI,Wisconsin,City,248951,104087,54896
47,WI,Wisconsin,City,600155,230807,35958
47,WI,Wisconsin,City,66555,26152,42650
47,WI,Wisconsin,City,77742,29851,41455
47,WI,Wisconsin,City,71970,28331,59547
47,WI,Wisconsin,City,60620,27457,45221
48,WY,Wyoming,City,60285,23814,57790
48,WY,Wyoming,City,63335,25130,58219
